label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41
A,0.820092499256134,0.7063758373260498,0.8001649975776672,0.6012424230575562,0.7676520943641663,0.5032879710197449,0.7316622734069824,0.4274936318397522,0.6926936507225037,0.3978668451309204,0.7063801884651184,0.5526295900344849,0.6288216710090637,0.5440782308578491,0.6498412489891052,0.5554234981536865,0.6817208528518677,0.5631660223007202,0.6943663358688354,0.6207113862037659,0.6239468455314636,0.6042174100875854,0.6479600071907043,0.6106352806091309,0.6791274547576904,0.6170767545700073,0.6875500679016113,0.6827445030212402,0.6285016536712646,0.6620246171951294,0.6498167514801025,0.6664104461669922,0.6779444813728333,0.6720588803291321,0.6845253109931946,0.737384021282196,0.6322801113128662,0.7119204998016357,0.6528070569038391,0.7152175307273865,0.6789745688438416,0.7217287421226501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,0.8269667625427246,0.7092950940132141,0.8048496246337891,0.6025491952896118,0.771765410900116,0.5019274353981018,0.7360244393348694,0.4279409348964691,0.6981610655784607,0.39858850836753845,0.7126476764678955,0.5540053844451904,0.6328705549240112,0.5432569980621338,0.6559781432151794,0.5530058145523071,0.6896572709083557,0.5595101714134216,0.7026687860488892,0.6228565573692322,0.6287156343460083,0.6041179299354553,0.6525231003761292,0.6082378625869751,0.6840295791625977,0.6138331890106201,0.697132408618927,0.6850461959838867,0.6345368027687073,0.6627033948898315,0.6553856730461121,0.6650893688201904,0.6842284798622131,0.6702675819396973,0.6949501037597656,0.7399865984916687,0.6400046944618225,0.7130821943283081,0.6598011255264282,0.7145823240280151,0.6863853335380554,0.7212752103805542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,0.8308494091033936,0.7102071642875671,0.809438943862915,0.6019425392150879,0.776856005191803,0.504571259021759,0.7438452243804932,0.4277868866920471,0.7057570815086365,0.39424777030944824,0.7198590040206909,0.5529658794403076,0.6372900009155273,0.5415987372398376,0.6619797348976135,0.5499989986419678,0.695283055305481,0.5568954944610596,0.709270179271698,0.6235042214393616,0.6321389675140381,0.602726399898529,0.6577506065368652,0.6056501865386963,0.6898738741874695,0.6131814122200012,0.7028939127922058,0.6879724264144897,0.6375161409378052,0.663689374923706,0.6604543328285217,0.6649317145347595,0.689617931842804,0.6709237098693848,0.6999121308326721,0.7447338104248047,0.6426931023597717,0.7156417965888977,0.6641773581504822,0.7164056301116943,0.6912484765052795,0.724375307559967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,0.8317161798477173,0.7044428586959839,0.808491051197052,0.5991523265838623,0.7751705050468445,0.5030943155288696,0.7421939373016357,0.42696863412857056,0.7040261030197144,0.3932229280471802,0.7198610305786133,0.5480672121047974,0.6365163326263428,0.5399121046066284,0.659246027469635,0.5506148338317871,0.6931142210960388,0.5577790141105652,0.7098004817962646,0.6186552047729492,0.6326364278793335,0.6028313636779785,0.6574265956878662,0.6076645851135254,0.6895468831062317,0.613802433013916,0.7035545110702515,0.6840471029281616,0.6388486623764038,0.663863480091095,0.6612017750740051,0.6668813824653625,0.6903820037841797,0.6718994975090027,0.700569212436676,0.7424793243408203,0.6431598663330078,0.7161641716957092,0.6644126176834106,0.7179126739501953,0.691803514957428,0.7256170511245728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,0.8313663601875305,0.6991387009620667,0.8080939650535583,0.5983158946037292,0.7705117464065552,0.5004680156707764,0.7381313443183899,0.4238796830177307,0.7010761499404907,0.3892488479614258,0.7326399087905884,0.540747880935669,0.6400742530822754,0.5326486229896545,0.6571580767631531,0.5497116446495056,0.6899076104164124,0.5590844750404358,0.7248677611351013,0.6104906797409058,0.6350482702255249,0.5973128080368042,0.6596092581748962,0.6083089709281921,0.6939735412597656,0.6156561970710754,0.7174127697944641,0.6765048503875732,0.6400635242462158,0.6597931385040283,0.6627653241157532,0.665986180305481,0.6937947273254395,0.6721868515014648,0.710915744304657,0.7377450466156006,0.6450384855270386,0.715764582157135,0.6662276983261108,0.7185920476913452,0.6951707601547241,0.7266958951950073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,0.8326735496520996,0.6997056007385254,0.8087809085845947,0.5958688259124756,0.7710464596748352,0.4960938096046448,0.7399614453315735,0.41783803701400757,0.7026388645172119,0.3854222595691681,0.7371354103088379,0.5359227061271667,0.643629789352417,0.5322977304458618,0.6650137305259705,0.5472620725631714,0.698207676410675,0.5528377294540405,0.7295418977737427,0.6080507636070251,0.6403343081474304,0.5949215292930603,0.6670840382575989,0.6057704091072083,0.7012609839439392,0.6127951145172119,0.7211133241653442,0.675883948802948,0.6432337760925293,0.658161461353302,0.6685730814933777,0.6650325059890747,0.7005600333213806,0.6711177825927734,0.713688850402832,0.7381110191345215,0.6481757760047913,0.7151549458503723,0.671757161617279,0.7184496521949768,0.7013226747512817,0.7267876267433167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,0.840345561504364,0.7009017467498779,0.8140908479690552,0.5962249636650085,0.7722972631454468,0.4972494840621948,0.7398611307144165,0.42013972997665405,0.7010616064071655,0.38476425409317017,0.7444924712181091,0.5324015617370605,0.6474460363388062,0.5356468558311462,0.6711770296096802,0.5468327403068542,0.7049834728240967,0.5477762222290039,0.7407505512237549,0.6058945059776306,0.6476531028747559,0.5982381105422974,0.6762449741363525,0.6061316132545471,0.7109207510948181,0.6111174821853638,0.7353383898735046,0.6754259467124939,0.6508089303970337,0.661613941192627,0.6785022616386414,0.6661534905433655,0.7128604054450989,0.6708428859710693,0.7301806211471558,0.7401968836784363,0.6569052338600159,0.7198289036750793,0.6806526780128479,0.7209176421165466,0.7129212021827698,0.7283176183700562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,0.8418897390365601,0.7030842304229736,0.8166159987449646,0.5991158485412598,0.7734031081199646,0.49957501888275146,0.7416545748710632,0.4224205017089844,0.7049969434738159,0.38800615072250366,0.7486262917518616,0.5283236503601074,0.6522475481033325,0.5332149863243103,0.6716822981834412,0.546883761882782,0.7034861445426941,0.5498234629631042,0.7441432476043701,0.6018774509429932,0.65200275182724,0.5974718332290649,0.6790410280227661,0.6075595021247864,0.7126864790916443,0.6130387783050537,0.73834627866745,0.6732159852981567,0.655151903629303,0.6619377732276917,0.6820670962333679,0.6676672101020813,0.7154183387756348,0.6728839874267578,0.732801616191864,0.740665853023529,0.6625539064407349,0.7222506999969482,0.685356616973877,0.7238388061523438,0.7156333923339844,0.7307143211364746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,0.845604419708252,0.702328085899353,0.8206444382667542,0.600532591342926,0.776422381401062,0.5011670589447021,0.7448830604553223,0.4251630902290344,0.7094092965126038,0.38942813873291016,0.7588791251182556,0.5321231484413147,0.6583380699157715,0.5371395945549011,0.6803632378578186,0.5460072755813599,0.7135664224624634,0.5470881462097168,0.7552017569541931,0.6059308648109436,0.6553609371185303,0.6009341478347778,0.6835103034973145,0.6074084639549255,0.7191020846366882,0.613677442073822,0.7491406798362732,0.6764634847640991,0.6578241586685181,0.665194034576416,0.6861295104026794,0.6687077283859253,0.7213963866233826,0.6735841035842896,0.742435872554779,0.7434700131416321,0.6676233410835266,0.7260493040084839,0.6902163624763489,0.725559651851654,0.7213171124458313,0.7318536639213562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,0.8455830812454224,0.70145183801651,0.8229525089263916,0.6020473837852478,0.7799371480941772,0.49861639738082886,0.7497329115867615,0.4226962924003601,0.713546633720398,0.3928619623184204,0.76683109998703,0.5278149247169495,0.6607824563980103,0.5357184410095215,0.6844457387924194,0.5484129190444946,0.7189658880233765,0.5507310032844543,0.764140784740448,0.6034311056137085,0.6576219797134399,0.6054325699806213,0.6889455914497375,0.6117894053459167,0.7258886098861694,0.6153814196586609,0.7584401369094849,0.6752272248268127,0.665012001991272,0.6708917617797852,0.6949747204780579,0.6728543043136597,0.7302972078323364,0.6738268733024597,0.7509772777557373,0.7420390248298645,0.6748193502426147,0.7282779216766357,0.6994165778160095,0.7256718873977661,0.7314867377281189,0.7284634709358215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
